COD_ZONA;NOM_ZONA;COD_PARROQUIA;COD_CIRCUNSCRIPCION
3;PIRICOCHA;3105;0
1;QUISAPINCHA;3120;0
2;ILLAGUA CHICO;3120;0
1;RAMON CAMPAÑA;3155;0
2;PILANCÓN;3155;0
1;RICAURTE;3165;0
2;LA DOLOROSA;3165;0
1;RICAURTE;3170;1
2;PAVON;3170;1
3;SESME;3170;1
4;COLORADO;3170;1
5;NUEVO BACHILLERO;3170;1
6;RIO SANTO;3170;1
7;LAS GARZAS;3170;1
1;RICAURTE;3175;0
2;SALAMPE;3175;0
3;LA INDUSTRIA;3175;0
4;SAN JOSE DE PIJULLO;3175;0
5;LA HOJITA;3175;0
6;POTOSI;3175;0
1;MAKUSAR;3180;0
4;TINKIAS;3180;0
5;YUTSUNTSA;3180;0
1;SURAKA;3195;0
3;WIRIRIMA;3195;0
4;LOROCACHI;3195;0
5;YANDANA ENTSA;3195;0
6;NINA AMARUM;3195;0
1;ROCAFUERTE;3215;0
2;CHUNGUILLO;3215;0
1;ROSA FLORIDA;3220;0
2;LA BARQUILLA;3220;0
1;SABANILLA;3255;0
2;HIGUERON;3255;0
3;POTRERILLOS - VICIN;3255;0
1;SACAPALCA;3270;0
2;CRUZ DE YAZAPA;3270;0
3;LIMON VEGA;3270;0
4;VEGA GRANDE;3270;0
1;SALINAS;3285;0
2;LA PALMA;3285;0
3;CHAZOJUAN;3285;0
4;GRAMALOTE;3285;0
1;SAN ANDRES;3295;0
2;CALSHI;3295;0
1;SAN ANDRES;3300;0
2;HUAPANTE GRANDE;3300;0
1;SAN ANTONIO;3305;0
2;ZHUCAY;3305;0
3;CARGUA;3305;0
4;MANTA REAL;3305;0
1;SAN ANTONIO;3315;0
2;TANGUARIN;3315;0
3;SANTO DOMINGO;3315;0
4;LA COMPANIA;3315;0
5;LOS SOLES;3315;0
1;SAN ANTONIO;3320;0
2;YANGUZA;3320;0
3;YUNGUMAS;3320;0
4;LA VICTORIA;3320;0
5;WARINTZA;3320;0
1;SAN ANTONIO;3330;0
2;LAGUNA DE CAÑAS;3330;0
1;SAN ANTONIO DE CUMBE;3340;0
2;CHAMICAL;3340;0
3;GUELEDEL;3340;0
1;SAN ANTONIO /DEL PELUDO;3350;1
2;BARQUERO;3350;1
3;BRAVOS CHICOS;3350;1
1;SAN BARTOLOME;3355;0
2;ANGAMARQUILLO;3355;0
1;SAN BARTOLOMÉ;3360;0
2;LA LIBERTAD;3360;0
3;SIGSIGLLANO;3360;0
1;SAN BLAS;3365;0
2;IRUGUINCHO;3365;0
1;SAN CRISTOBAL;3375;0
2;GUACHUN;3375;0
1;SAN FRANCISCO;3390;0
2;EL SALTO;3390;0
1;SAN FRANCISCO DE ONZOLE;3405;0
2;ZANCUDO;3405;0
1;SAN FCO. SIGSIPAMBA;3415;0
2;SHANSHIPAMBA;3415;0
1;SANGAY;3420;0
2;CHINIMPI;3420;0
1;SAN GREGORIO;3430;0
2;BALSALITO;3430;0
3;BOCA DEL SUCIO;3430;0
4;TRES VIAS;3430;0
5;SAN SALVADOR CHACHI;3430;0
1;SAN ISIDRO DE PATULU;3450;0
2;CHOCAVI;3450;0
1;SAN JAVIER DE CACHABI;3455;0
2;CHILLAVI DEL CEIBO;3455;0
1;SAN JOAQUIN;3460;0
2;BARABON;3460;0
1;SAN JOSE DE MINAS;3475;3
2;EL MERIDIANO;3475;3
3;PLAYA RICA;3475;3
1;SAN JOSE DE PAYAMINO;3480;0
2;VERDE SUMACO;3480;0
3;SAN FRANCISCO DE ASIS;3480;0
4;UNION Y PROGRESO;3480;0
5;JUAN PIO MONTUFAR;3480;0
1;SAN JOSE DE QUICHINCHE;3490;0
2;INGUINCHO;3490;0
1;SAN JOSE DE RARANGA;3495;0
2;LA ESMERALDA;3495;0
1;SAN JOSE DE TAMBO;3500;0
2;STA ROSA DE AGUA CLARA;3500;0
3;ANGELICA;3500;0
4;VALPARAISO;3500;0
5;JUNTA NUEVA;3500;0
1;SAN JUAN DE PASTOCALLE;3530;0
2;LA LIBERTAD;3530;0
1;SAN JUAN DE POZUL;3535;0
2;POTRERILLOS;3535;0
1;SAN LUCAS;3555;0
2;LAS JUNTAS;3555;0
1;SAN LUIS;3560;0
2;SAN ANTONIO DE GUASLAN;3560;0
1;SAN MATEO;3570;0
2;TIMBRE;3570;0
1;SAN PABLO;3590;0
2;EL TOPO;3590;0
1;SAN PABLO DE ATENAS;3595;0
2;GUAMALÁN;3595;0
1;SAN PABLO DE USHPAYACU;3605;0
2;POROTOYACU;3605;0
1;PUERTO LIBRE;3615;0
2;SINANGUE;3615;0
1;SAN PLACIDO;3625;2
2;EL PROGRESO;3625;2
1;SANTA MARIA;3632;1
2;LA PALIZADA;3632;1
3;SANTA TERESA;3632;1
89;VOTO EN CASA;3632;1
1;LA 14/EL PARAISO;3635;1
2;EL ROSARIO;3635;1
3;EL DESCANSO;3635;1
89;VOTO EN CASA;3635;1
1;SAN ROQUE;3645;0
2;SAN PABLO;3645;0
3;TIERRAS ORIENTALES;3645;0
1;SAN SEBASTIAN DE COCA;3660;0
2;SAN PABLO;3660;0
3;SARDINAS;3660;0
4;HUATARACU;3660;0
1;SAN SEBASTIAN DE YULOG;3665;0
2;UCHUCAY;3665;0
1;SAN SIMON;3670;0
2;GRADAS;3670;0
1;SAN VICENTE DE PUSIR;3680;0
2;PUSIR GRANDE;3680;0
3;TUMBATÚ;3680;0
1;SANTA ELENA;3705;0
2;UNIÓN ORENSE;3705;0
1;SANTA RITA;3725;0
2;SAN FRANCISCO DE BOGOTA;3725;0
1;SANTA ROSA;3730;0
2;CUATRO ESQUINAS;3730;0
1;SANTA ROSA DE FLANDES;3740;4
2;VILLA NUEVA;3740;4
1;SANTA ROSA DE QUIJOS;3745;0
2;CASCABEL;3745;0
1;SANTA RUFINA;3755;0
2;LOZUMBE;3755;0
1;SANTA SUSANA DE CHIVIAZA;3760;0
2;LA ESPERANZA;3760;0
3;PUPUNAS;3760;0
1;SANTA TERESITA;3765;0
2;TUNDURAMA;3765;0
1;SANTIAGO;3775;0
2;TOTORAS;3775;0
1;ZARAYACU;3785;0
2;PACAYACU;3785;0
3;MORETECOCHA;3785;0
4;JATUN MOLINO;3785;0
5;SANTIAK;3785;0
6;ACHUAR;3785;0
7;RAYAYACU;3785;0
8;PIWIRI;3785;0
9;GUARANI;3785;0
10;UYUIMI;3785;0
11;LLANCHAMA COCHA;3785;0
1;SAYAUSI;3795;0
2;SAN MIGUEL;3795;0
3;BELLAVISTA;3795;0
1;SELVA ALEGRE;3805;0
2;PALMA REAL;3805;0
1;SEVILLA DON BOSCO;3830;0
2;SAN LUIS DE ININKIS;3830;0
3;UUNT WICHIM;3830;0
4;SANTA ROSA;3830;0
5;UUNT SUANTS;3830;0
6;MUTINTS;3830;0
7;PANKINTS CUTUCU;3830;0
8;MIAZAL;3830;0
9;SHUAR KURINUNKA;3830;0
10;SAN JOSE DE KUSUIM;3830;0
11;UCHICH SUANTS;3830;0
12;TSENKUSH;3830;0
13;TUYUNTZA NORTE;3830;0
15;CENTRO NUWENTS;3830;0
16;UYUNTS;3830;0
17;NUMPAIM;3830;0
18;DON BOSCO;3830;0
19;CHAPIS;3830;0
20;ANTUASH;3830;0
21;COMUNIDAD DE SANTA ANA;3830;0
1;SHAGLLI;3835;0
2;HUERTAS;3835;0
3;PUCULCAY;3835;0
1;SIDCAY;3850;0
2;BIBIN;3850;0
3;ALTOS DE MACHANGARA;3850;0
1;SIMIATUG;3860;0
2;MINDINA;3860;0
3;SANTA TERESA;3860;0
4;INGAPIRCA;3860;0
5;TALAHUA;3860;0
1;SININCAY;3870;0
2;CRUCE DEL CARMEN;3870;0
3;SAN JOSE DE BALZAY;3870;0
1;SIMON BOLIVAR;3915;0
2;JUNTAS DEL PACIFICO;3915;0
3;SUBE Y BAJA;3915;0
4;LIMONCITO;3915;0
5;LA FRUTILLA;3915;0
1;SAN CARLOS DE LIMON;3920;0
2;NUMPATKAIN;3920;0
3;WAAPIS;3920;0
1;TACAMOROS;3935;0
2;LA DELICIA;3935;0
3;PANDUANA;3935;0
1;TAMBILLO;3955;0
2;EL PROGRESO;3955;0
1;TAMBILLO;3960;4
2;EL MURCO;3960;4
1;TAQUIL /MIGUEL RIOFRIO;3970;0
3;CERA;3970;0
1;TARQUI;3980;0
2;TUTUPALI BAJO;3980;0
3;GULLANZHAPA;3980;0
1;TARQUI;3985;0
2;PUTUIMI;3985;0
3;SAN JACINTO;3985;0
4;SAN PEDRO;3985;0
1;TELIMBELA;3995;0
2;UNION DE TIANDIAGOTE;3995;0
3;TABLAS LA FLORIDA;3995;0
1;TENDALES;4000;0
2;BAJO ALTO;4000;0
1;TNTE. HUGO ORTIZ;4005;0
2;LA MARISCAL;4005;0
3;BOAYACU;4005;0
1;TIMBARA;4010;0
2;ROMERILLOS BAJOS;4010;0
3;LA PITUCA;4010;0
1;TINGO;4015;0
2;EL PROGRESO;4015;0
3;PUEMBO;4015;0
1;TIXAN;4030;0
2;COCANES;4030;0
1;TOBAR DONOSO;4040;0
2;EL BABOSO;4040;0
1;TONCHIGUE;4055;0
2;QUITITO;4055;0
3;SAME;4055;0
1;TOTORAS;4065;0
2;HUACHI TOTORAS;4065;0
1;TULULBI /RICAURTE;4075;0
2;LA CEIBA;4075;0
3;CENTRO AWA PAMBILAR;4075;0
4;CENTRO AWA GUADUALITO;4075;0
1;TUMBACO;4085;3
2;TOLA GRANDE;4085;3
3;LA MORITA;4085;3
4;TOLA CHICA;4085;3
1;TUPIGACHI;4090;4
2;LA FLORENCIA;4090;4
1;TUTUPALI;4105;0
2;SAYUPAMBA;4105;0
3;LA ESPERANZA;4105;0
1;ULBA;4135;0
2;VIZCAYA;4135;0
1;TELEMBI;4170;0
2;LOMA LINDA;4170;0
3;CORRIENTE GRANDE;4170;0
4;JEYAMBI;4170;0
5;GUALPI DEL CAYAPAS;4170;0
1;VALLADOLID;4195;0
2;TAPALA;4195;0
3;FATIMA;4195;0
1;VALLE;4200;0
2;CHILCAPAMBA;4200;0
3;GUALALCAY;4200;0
1;VICENTINO;4210;0
2;GUATUNUMÁ;4210;0
1;LA VICTORIA;4215;0
2;RIO NEGRO;4215;0
1;YASUNI;4295;0
2;FRONTERAS DEL ECUADOR;4295;0
1;YAUPI;4300;0
2;YAAP;4300;0
3;TUMPAIM;4300;0
4;SANTIAGO TUKUP;4300;0
1;ZAPOTAL;4330;0
2;NUEVO ZAPOTAL;4330;0
3;TARIRA;4330;0
4;AGUAS FRIAS DE MEDELLIN;4330;0
1;ZHIDMAD;4340;0
2;SAN JOSE DE LALCOTE;4340;0
1;ZUMBAHUA;4365;0
2;LA COCHA;4365;0
3;TIGUA WANAPAMPA;4365;0
1;PUERTO LIMÓN;4440;0
2;SANTA CECILIA DE PUPUSA;4440;0
3;SAN REMO;4440;0
4;VICENTE ROCAFUERTE;4440;0
5;EL PROGRESO;4440;0
1;SANTO DOMINGO DE ONZOLE;4465;0
2;COLON DE ONZOLE;4465;0
3;CHACHI CAPULÍ;4465;0
4;CHACHI GUALPÍ DE ONZOLE;4465;0
5;HOJAS BLANCAS;4465;0
6;HOJAS BLANCAS CHACHI;4465;0
1;SAN FRANCISCO DEL VERGEL;4505;0
2;SAN JUAN DE PUNCHES;4505;0
3;SAN MARTIN DE PORRES;4505;0
1;SIMON BOLIVAR;4510;0
2;CHAPINTZA;4510;0
3;SHARUPI;4510;0
4;SAN CARLOS;4510;0
5;CHICO COPATAZA;4510;0
6;COPATAZA;4510;0
7;CHUWITAYU;4510;0
8;ANKUASH;4510;0
9;TSURAKU;4510;0
1;TORATA;4525;0
2;EL GUAYABO;4525;0
1;MILAGROS;4545;0
2;EL GUANDO;4545;0
1;NUEVO PARAISO;4570;0
2;YAWI;4570;0
3;SELVA ALEGRE;4570;0
1;PUMPUENTSA;4575;0
2;WAZAKENTZA;4575;0
3;MASHUMARENTZA;4575;0
4;ACHUAR SAAPAPENTSA;4575;0
5;SEBASTIAN;4575;0
6;ACHUAR WICHIM;4575;0
7;JUYUKAMENTSA;4575;0
8;COMUNIDAD ACHUAR SETUCH;4575;0
9;COMUNIDAD ACHUAR KUPIT;4575;0
1;10 DE AGOSTO;4625;0
2;SALINAS;4625;0
3;SAN PEDRO (EL CONDOR);4625;0
1;10 DE AGOSTO;4630;0
2;WAMANÍ;4630;0
3;WAWA SUMACO;4630;0
4;PACTO SUMACO;4630;0
5;CHALLWAYAKU;4630;0
1;LA CUCA;4650;0
2;LOS GUAYACANES;4650;0
1;NUEVA TRONCAL;4740;0
2;LOS ANGELES;4740;0
3;LOS MADEROS;4740;0
4;MUSHUK KAWSAY;4740;0
5;KUYLLIS;4740;0
1;SANSAHUARI;4745;0
2;UNIÓN NACIONAL;4745;0
1;ALAUSI;5010;0
2;NIZAG;5010;0
1;CHIMBACALLE;5015;2
2;ALPAHUASI;5015;2
3;LA MEXICO;5015;2
4;LOS ANDES;5015;2
5;LULUNCOTO;5015;2
6;PIO XII;5015;2
1;ANDRES DE VERA;5030;2
2;EL FLORON;5030;2
3;SAN ALEJO;5030;2
4;SAN GREGORIO;5030;2
5;URUGUAY;5030;2
89;VOTO EN CASA;5030;2
1;ANGEL POLIVIO CHAVEZ;5035;0
2;GUACHANA;5035;0
3;SAN JUAN DE LLULLUNDONGO;5035;0
89;VOTO EN CASA;5035;0
1;ATOCHA FICOA;5045;0
2;ATOCHA;5045;0
1;AZOGUES;5065;0
2;LA PLAYA;5065;0
3;FERROVIARIA;5065;0
4;CIUDADELA DEL CHOFER;5065;0
5;UCHUPUCUN;5065;0
89;VOTO EN CASA;5065;0
1;ARCHIDONA;5070;0
2;SANTA RITA;5070;0
1;BALZAR;5100;4
2;LA GUAYAQUIL;5100;4
1;MACHÁNGARA;5140;0
2;CAPULISPAMBA;5140;0
3;CHALLUABAMBA MACHANGARA;5140;0
4;OCHOA LEON;5140;0
1;CALCETA;5150;1
2;SAN PABLO DE SEVERINO;5150;1
1;CAÑAR;5160;0
2;QUILLOAC;5160;0
3;NAR;5160;0
1;5 DE AGOSTO;5210;0
2;PROPICIA 1;5210;0
3;PROPICIA 4;5210;0
89;VOTO EN CASA;5210;0
1;CLEMENTE BAQUERIZO;5215;0
2;PUERTA NEGRA;5215;0
89;VOTO EN CASA;5215;0
1;COTOCOLLAO;5220;1
2;23 DE JUNIO;5220;1
3;JARRIN - LOMA HERMOSA;5220;1
4;QUITO NORTE;5220;1
5;THOMAS;5220;1
89;VOTO EN CASA;5220;1
1;CHILLANES;5245;0
2;ACHIN;5245;0
3;PALMIRA;5245;0
4;SAN VICENTE DE POROTOPAMBA;5245;0
5;SAN JOSÉ DE GUAYABAL;5245;0
6;ARRAYANPAMBA;5245;0
7;SANTA ROSA DE CERRITOS;5245;0
8;UNDUSHI;5245;0
89;VOTO EN CASA;5250;1
1;CHILLOGALLO;5260;2
2;BUENA VENTURA;5260;2
3;EL TRANSITO;5260;2
4;SAN LUIS;5260;2
5;SANTA MARTHA;5260;2
6;VENCEREMOS;5260;2
89;VOTO EN CASA;5260;2
1;COLON;5265;2
2;PACHINCHE EN MEDIO;5265;2
3;LOS ÁNGELES;5265;2
1;CATAMAYO;5270;0
2;CHICHACA;5270;0
89;VOTO EN CASA;5275;4
1;12 DE MARZO;5280;2
2;FORESTAL;5280;2
89;VOTO EN CASA;5280;2
1;EL ANGEL;5295;0
2;INGUEZA;5295;0
1;EL CARMEN;5300;1
2;LA BRAMADORA;5300;1
3;EL PORVENIR;5300;1
4;ALEJANDRINO VELÁSQUEZ;5300;1
1;EL CORAZON;5305;0
2;QUISHPE;5305;0
1;EL VECINO;5330;0
2;MIRAFLORES;5330;0
3;LA CATÓLICA;5330;0
89;VOTO EN CASA;5330;0
1;ESMERALDAS;5335;0
2;ISLA LUIS VARGAS TORRES;5335;0
89;VOTO EN CASA;5335;0
1;EL GUABO;5340;0
2;TILLALES;5340;0
3;EL RETIRO;5340;0
1;ECHEANDIA;5350;0
2;SABANETILLAS;5350;0
1;FEBRES CORDERO;5355;1
2;PATRIA ECUATORIANA;5355;1
3;BARRIO PUERTO LISA;5355;1
4;BATALLÓN DEL SUBURBIO;5355;1
5;HOSPITAL GUAYAQUIL;5355;1
6;LA Q;5355;1
7;CUARTEL CUATRO;5355;1
8;DIOS PATRIA Y LIBERTAD;5355;1
9;ESTERO SALADO;5355;1
10;COLEGIO GARCIA GOYENA;5355;1
11;LA COLMENA;5355;1
12;CISNE 2 - LA PISTA;5355;1
13;PUENTE PATRIA;5355;1
14;VIRGEN DE FATIMA;5355;1
89;VOTO EN CASA;5355;1
89;VOTO EN CASA;5360;0
1;COLIMES;5365;4
2;EL RELICARIO;5365;4
1;YANUNCAY;5370;0
2;MISICATA;5370;0
1;GABRIEL I VEINTIMILLA;5375;0
2;INTI CHURI - CASAICHE;5375;0
89;VOTO EN CASA;5375;0
1;GARCIA MORENO;5380;3
2;GUAYAQUIL;5380;3
1;GONZALEZ SUAREZ;5415;0
2;CHAPUEL;5415;0
3;EL BOSQUE;5415;0
89;VOTO EN CASA;5415;0
1;GUALACEO;5420;0
2;BULLCAY;5420;0
1;GUALAQUIZA;5425;0
2;TUCUMBAZA;5425;0
3;PROVEEDURIA;5425;0
1;GUAMOTE;5430;0
2;PULL CHICO;5430;0
3;JATUN PAMBA;5430;0
4;LAIME SAN CARLOS;5430;0
5;TIOCAJAS PALACIO HUATANA;5430;0
89;VOTO EN CASA 1;5445;0
90;VOTO EN CASA 2;5445;0
1;IGNACIO FLORES;5465;0
2;PALOPO CENTRO;5465;0
1;BALAO;5470;4
2;CIEN FAMILIAS;5470;4
1;CHAMBO;5475;0
2;PANTAÑO;5475;0
3;GUAYLLABAMBA;5475;0
1;FLAVIO ALFARO;5480;1
2;LA CRESPA;5480;1
3;SAN JOSE DE TRIPA DE POLLO;5480;1
4;LA CODICIA;5480;1
5;LA LAGUNA DE CUCHARA;5480;1
6;EL DESCANSO DE LOS ROMEROS;5480;1
7;LA MATUTINA;5480;1
1;JIPIJAPA;5485;2
2;SANCAN;5485;2
1;JORDAN;5490;0
2;LA COMPANIA;5490;0
89;VOTO EN CASA;5490;0
1;JUNIN;5505;1
2;MONTAÑITA;5505;1
1;LA LIBERTAD;5535;2
2;LA CANTERA;5535;2
3;LA ERMITA;5535;2
4;LOS LIBERTADORES;5535;2
1;LA MAGDALENA;5540;2
2;EL PINTADO;5540;2
3;LA ATAHUALPA;5540;2
4;LOS DOS PUENTES;5540;2
5;PRIMERO DE MAYO;5540;2
6;VILLAFLORA;5540;2
1;LA MATRIZ;5545;0
2;MIRAFLORES;5545;0
1;LA MATRIZ;5550;0
2;PUNGAL GRANDE;5550;0
3;LANGOS PANAMERICANA;5550;0
89;VOTO EN CASA;5555;0
1;LA PROVIDENCIA;5565;0
2;RAYITO DE LUZ;5565;0
3;LA IBERIA;5565;0
4;LOS VERGELES;5565;0
89;VOTO EN CASA;5565;0
1;ESTEROS;5570;2
2;EL PALMAR;5570;2
3;ALTAGRACIA;5570;2
4;LA PRADERA;5570;2
89;VOTO EN CASA;5570;2
1;LETAMENDI;5585;3
2;4 DE NOVIEMBRE;5585;3
3;VIRGEN DEL SOTO;5585;3
89;VOTO EN CASA;5585;3
89;VOTO EN CASA;5590;0
1;LOURDES;5595;0
2;LAS COCHAS;5595;0
3;SAN VICENTE DEL RIO;5595;0
1;LA TRONCAL;5610;0
2;VOLUNTAD DE DIOS;5610;0
3;COCHANCAY;5610;0
4;ROBERTO ISAIAS;5610;0
5;JAIME ROLDOS;5610;0
6;JULIO MARIA MATOVELLE;5610;0
89;VOTO EN CASA;5615;0
89;VOTO EN CASA;5625;0
1;MANTA - PEDRO FERMIN;5635;2
2;SANTA MARTHA;5635;2
3;UNIVERSIDAD;5635;2
89;VOTO EN CASA;5635;2
1;MONTALVO /SABANETA;5640;0
2;LA PRETORIA;5640;0
1;MILAGRO;5660;4
2;CRNL. ENRIQUE VALDEZ;5660;4
3;ESTATAL;5660;4
4;ERNESTO SEMINARIO;5660;4
5;OTTO AROSEMENA;5660;4
6;CHIRIJOS;5660;4
7;CAMILO ANDRADE;5660;4
8;MILAGRO NORTE;5660;4
9;DIEZ DE AGOSTO;5660;4
89;VOTO EN CASA 1;5660;4
90;VOTO EN CASA 2;5660;4
1;MONTECRISTI;5665;2
2;LOS BAJOS DE PECHICHE;5665;2
4;BAJO DE LA PALMA;5665;2
5;PILE;5665;2
1;MUISNE;5670;0
3;NUEVO MUISNE;5670;0
4;SAN PEDRO DE BILSA;5670;0
1;MACARA;5680;0
2;ALGODONAL;5680;0
1;MIRA;5685;0
2;MASCARILLA;5685;0
3;HATO DE MIRA;5685;0
1;PUCARA;5690;0
2;SARAYUNGA;5690;0
3;GRAMALOTE;5690;0
4;CERRO NEGRO;5690;0
5;PELINCAY;5690;0
7;CALIGUIÑA;5690;0
8;LA DOLOROSA;5690;0
9;LAS PALMAS;5690;0
10;SANTA CECILIA;5690;0
11;SAN ANTONIO DE ÑUGRO;5690;0
1;NARANJITO;5705;4
2;SAN FRANCISCO;5705;4
1;NUEVA LOJA;5710;0
2;PUERTO AGUARICO;5710;0
3;LA PISTA;5710;0
89;VOTO EN CASA;5710;0
1;CHILLA;5715;0
2;PLAYAS DE DAUCAY;5715;0
3;PEJEYACU;5715;0
4;DUMARI;5715;0
5;CARABOTA;5715;0
1;ABRAHAM CALAZACON;5730;0
2;15 DE SEPTIEMBRE;5730;0
3;LAS PLAYAS;5730;0
4;LOS COLONOS;5730;0
5;LUZ DEL DIA;5730;0
6;NUEVA AURORA;5730;0
7;PLAN DE VIVIENDA;5730;0
8;PROLETARIADO;5730;0
9;VILLA FLORIDA;5730;0
10;SAN MIGUEL;5730;0
89;VOTO EN CASA;5730;0
1;PEDRO CARBO;5735;4
2;VILLAO;5735;4
1;PIMAMPIRO;5750;0
2;CHALGUAYACO;5750;0
3;PUEBLO NUEVO DE YUQUIN;5750;0
4;EL INCA;5750;0
1;PAUTE;5775;0
2;VILLAFLOR;5775;0
3;ZHUMIR;5775;0
89;VOTO EN CASA;5775;0
89;VOTO EN CASA;5780;0
1;PORTOVIEJO - PARQUE CENTRAL;5795;2
2;RAFAEL MARIA MENDOZA;5795;2
1;EL COCA;5815;0
2;SAN JOSE DEL COCA;5815;0
3;FLOR DE ORIENTE;5815;0
4;FLOR DE PANTANO;5815;0
5;AMAZONAS;5815;0
6;JORGE RODRIGUEZ ROMAN;5815;0
89;VOTO EN CASA;5815;0
1;PUJILI;5820;0
2;JUIGUA YACYBAMBA;5820;0
89;VOTO EN CASA;5825;0
1;PISHILATA;5840;0
2;SAN VICENTE;5840;0
3;LA JOYA;5840;0
4;TECHO PROPIO - TIUGUA;5840;0
1;PICOAZA;5845;2
2;MEJIA;5845;2
3;HIGUERON ADENTRO;5845;2
1;QUEVEDO;5855;0
2;QUEVEDO NORTE;5855;0
89;VOTO EN CASA;5855;0
1;BOMBOLI;5860;0
2;LAS DELICIAS;5860;0
3;NUEVO ISRAEL;5860;0
4;AVISPA CHILA;5860;0
5;LIBERTAD LOJANA;5860;0
6;EL PORTÓN;5860;0
7;ACACIAS;5860;0
8;CHE GUEVARA;5860;0
9;CIUDAD NUEVA;5860;0
10;ECHANIQUE;5860;0
11;JUAN EULOGIO;5860;0
12;LOS ROSALES;5860;0
13;TERMINAL TERRESTRE;5860;0
14;UCOM;5860;0
15;COLORADOS DEL BUA;5860;0
16;SAN PABLO DE CHILA;5860;0
89;VOTO EN CASA;5860;0
1;RIO VERDE;5865;0
2;JULIO MORENO ESPINOZA;5865;0
3;CRISTO VIVE;5865;0
4;LA PEPSI;5865;0
5;LA QUEVEDO;5865;0
6;SANTA MARTHA -2-;5865;0
7;SANTA MARTHA -1-;5865;0
8;20 DE OCTUBRE;5865;0
9;AQUEPÍ;5865;0
10;LA CADENA;5865;0
11;LAS PALMERAS;5865;0
89;VOTO EN CASA;5865;0
1;RIO TOACHI;5870;0
2;EL PLACER DEL TOACHI;5870;0
3;LAS MERCEDES;5870;0
4;EL PARAISO;5870;0
5;BRASILIA DEL TOACHI;5870;0
6;VELASCO IBARRA;5870;0
7;LIBERTAD DEL TOACHI;5870;0
8;10 DE AGOSTO;5870;0
1;ROCAFUERTE;5885;1
2;SOSOTE;5885;1
3;EL HIGUERON;5885;1
4;EL RESBALÓN;5885;1
5;SAN ELOY;5885;1
1;ROSA ZARATE;5895;0
2;LA SEXTA;5895;0
4;SAN RAMON;5895;0
5;LA Y DE LA LAGUNA DE HERRERA;5895;0
7;HERRERA;5895;0
8;CUPA;5895;0
9;NUEVO QUININDÉ;5895;0
10;PUEBLO NUEVO;5895;0
89;VOTO EN CASA;5895;0
89;VOTO EN CASA;5915;0
89;VOTO EN CASA;5920;0
1;SAMBORONDON;5925;3
2;EL ROSARIO;5925;3
89;VOTO EN CASA;5955;0
1;SAN FRANCISCO;5960;0
2;MANZANO GUARANGUI;5960;0
1;SAN JOSE;5970;0
2;EL CAPULÍ;5970;0
3;CANCHAGUANO;5970;0
1;SAN MIGUEL;5995;0
2;QUISACOTO;5995;0
1;SAN MIGUEL DE SALCEDO;6000;0
2;CHAMBAPONGO;6000;0
3;SAN FRANCISCO DE COLLANAS;6000;0
4;SALACHE BARBAPAMBA;6000;0
89;VOTO EN CASA;6015;0
1;SANTA ELENA;6040;0
2;SAN PABLO;6040;0
3;OTTO AROSEMENA;6040;0
4;AZUCAR;6040;0
5;SAN VICENTE;6040;0
6;BAÑOS DE SAN VICENTE;6040;0
89;VOTO EN CASA;6040;0
1;SANTA ISABEL;6045;0
3;JUBONES;6045;0
89;VOTO EN CASA;6045;0
1;SANTA RITA;6055;1
2;PUEBLITO (RIO GRANDE);6055;1
3;PUERTO EL MATE;6055;1
4;ÑAUSE;6055;1
5;QUEBRADA DEL BEJUCO;6055;1
6;CARRASCO;6055;1
7;TABLADA DE SÁNCHEZ;6055;1
1;SANTO DOMINGO;6065;0
3;CLEMENCIA DE MORA;6065;0
4;30 DE JULIO -1-;6065;0
89;VOTO EN CASA;6065;0
1;SIGSIG;6085;0
2;PIRUNCAY;6085;0
1;MIRAFLORES;6100;0
3;CELI ROMÁN;6100;0
4;CLODOVEO;6100;0
5;BELÉN;6100;0
6;MENFIS-OBRAPIA;6100;0
7;BOLONIA;6100;0
8;GRAN COLOMBIA;6100;0
9;TIERRAS COLORADAS;6100;0
89;VOTO EN CASA;6100;0
1;SUCUA;6110;0
2;SAN PABLO;6110;0
3;SAIP;6110;0
89;VOTO EN CASA;6110;0
1;PUERTO QUITO;6125;4
2;SIMON BOLIVAR;6125;4
3;LA ABUNDANCIA;6125;4
4;SANTA MARIANITA;6125;4
5;LAS MARAVILLAS;6125;4
1;SHUSHUFINDI CENTRAL;6140;0
2;MISS ECUADOR;6140;0
3;CUMANDA;6140;0
1;TARQUI;6150;2
2;ACUARELA - SAUCES;6150;3
3;ALBORADA;6150;2
4;ATARAZANA;6150;3
5;CHONGON;6150;2
6;LOS CEIBOS;6150;2
7;COLINAS DE LA FLORIDA;6150;2
8;MARTHA ROLDOS;6150;3
9;EL CONDOR;6150;2
10;JUAN MONTALVO;6150;2
11;LA PROSPERINA;6150;2
12;URDESA;6150;3
13;QUINTO GUAYAS;6150;2
14;SAN EDUARDO;6150;3
15;URDENOR;6150;2
16;NUEVA PROSPERINA;6150;2
17;VÍA A LA COSTA;6150;3
18;SABANA GRANDE;6150;3
19;CONSUELO;6150;3
20;MAPASINGUE ESTE;6150;3
21;LOMAS DE LA FLORIDA;6150;2
22;SAUCES OESTE;6150;2
23;SAMANES;6150;2
24;ALBORADA OESTE;6150;2
25;ALBORADA ESTE;6150;2
26;GUAYACANES;6150;2
27;KENNEDY;6150;2
28;MIRAFLORES;6150;3
